"uid"	"domainID"	"siteID"	"plotID"	"namedLocation"	"laboratoryName"	"collectDate"	"processedDate"	"geneticSampleID"	"deprecatedVialID"	"dnaSampleID"	"internalLabID"	"sequenceAnalysisType"	"testProtocolVersion"	"sampleMaterial"	"sampleMass"	"nucleicAcidConcentration"	"nucleicAcidPurity"	"nucleicAcidQuantMethod"	"dnaPooledStatus"	"qaqcStatus"	"dnaProcessedBy"	"remarks"	"dataQF"	"publicationDate"
"214"	"51a413f7-4fad-4e06-b181-7ff366e9c324"	"D01"	"BART"	"BART_004"	"BART_004.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-14 20:13:00	2018-05-08	"BART_004-O-30.5-32-20161114-GEN"	NA	"BART_004-O-30.5-32-20161114-GEN-DNA1"	"BMI_Plate62WellA11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	20	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"215"	"7cebb2b0-c379-4307-8058-69cd5bd7cbdb"	"D01"	"BART"	"BART_003"	"BART_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 12:40:00	2018-05-08	"BART_003-O-4.5-2.5-20161115-GEN"	NA	"BART_003-O-4.5-2.5-20161115-GEN-DNA1"	"BMI_Plate62WellA6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"216"	"248939d5-5dc1-48e1-a0aa-12cc288c5724"	"D01"	"BART"	"BART_003"	"BART_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 12:59:00	2018-05-08	"BART_003-O-34.5-10.5-20161115-GEN"	NA	"BART_003-O-34.5-10.5-20161115-GEN-DNA1"	"BMI_Plate62WellA3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	17	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"217"	"1751c1e6-1f00-46e1-86d1-beba8c5f7f82"	"D01"	"BART"	"BART_003"	"BART_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 13:24:00	2018-05-08	"BART_003-O-37.5-36.5-20161115-GEN"	NA	"BART_003-O-37.5-36.5-20161115-GEN-DNA1"	"BMI_Plate62WellA5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	9.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"220"	"f715ea9c-986d-4896-af3e-0a54b70a165c"	"D01"	"BART"	"BART_024"	"BART_024.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 14:35:00	2018-05-08	"BART_024-O-8.5-11.5-20161115-GEN"	NA	"BART_024-O-8.5-11.5-20161115-GEN-DNA1"	"BMI_Plate62WellB9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	12	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"221"	"da9cef1c-b4c1-4880-b3dc-492e0eac73a4"	"D01"	"BART"	"BART_023"	"BART_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 15:10:00	2018-05-07	"BART_023-O-20-30.5-20161115-GEN"	NA	"BART_023-O-20-30.5-20161115-GEN-DNA1"	"BMI_Plate60WellH8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	29	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"222"	"4eb49f9d-c0f0-4959-88cd-41f738fc7e60"	"D01"	"BART"	"BART_023"	"BART_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 15:33:00	2018-05-08	"BART_023-O-8-18-20161115-GEN"	NA	"BART_023-O-8-18-20161115-GEN-DNA1"	"BMI_Plate62WellB3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"223"	"0724abfc-08b9-4ade-b77c-8d910669d863"	"D01"	"BART"	"BART_023"	"BART_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 15:56:00	2018-05-07	"BART_023-O-32-4.5-20161115-GEN"	NA	"BART_023-O-32-4.5-20161115-GEN-DNA1"	"BMI_Plate60WellH9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	28	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"224"	"5db94d07-d624-4f1c-93a5-90d1bb178a2f"	"D01"	"BART"	"BART_002"	"BART_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 17:40:00	2018-06-11	"BART_002-O-0.5-11.5-20161115-GEN"	NA	"BART_002-O-0.5-11.5-20161115-GEN-DNA2"	"BMI_Plate68WellF9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	12	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"225"	"9303a193-de8e-4566-9348-09f394e63cf0"	"D01"	"BART"	"BART_002"	"BART_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 18:10:00	2018-05-07	"BART_002-O-9.5-35-20161115-GEN"	NA	"BART_002-O-9.5-35-20161115-GEN-DNA1"	"BMI_Plate60WellH7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	32	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"226"	"87f59968-012a-4903-b813-85f65cab5947"	"D01"	"BART"	"BART_002"	"BART_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 18:35:00	2018-05-07	"BART_002-O-39.5-32-20161115-GEN"	NA	"BART_002-O-39.5-32-20161115-GEN-DNA1"	"BMI_Plate60WellH6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	64	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"227"	"ebc2efbf-44ef-40f5-95d5-2da26fad16c5"	"D01"	"BART"	"BART_042"	"BART_042.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 19:42:00	2018-05-08	"BART_042-O-2-9.5-20161115-GEN"	NA	"BART_042-O-2-9.5-20161115-GEN-DNA1"	"BMI_Plate62WellD1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	16	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"228"	"3895206b-4cbc-4591-adc6-9d7a8a6f4760"	"D01"	"BART"	"BART_042"	"BART_042.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 20:04:00	2018-05-08	"BART_042-O-32.5-2-20161115-GEN"	NA	"BART_042-O-32.5-2-20161115-GEN-DNA1"	"BMI_Plate62WellD2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"229"	"d907724e-6a60-4d42-8ab0-6e640daa164f"	"D01"	"BART"	"BART_042"	"BART_042.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-15 20:24:00	2018-05-08	"BART_042-O-23-35.5-20161115-GEN"	NA	"BART_042-O-23-35.5-20161115-GEN-DNA1"	"BMI_Plate62WellC12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	5.1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"230"	"00ac37e3-f27c-4bb6-85ea-200ce1bae1d9"	"D01"	"BART"	"BART_036"	"BART_036.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 12:51:00	2018-05-08	"BART_036-O-18.5-9-20161116-GEN"	NA	"BART_036-O-18.5-9-20161116-GEN-DNA1"	"BMI_Plate62WellB12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.6	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"231"	"e55058c9-3c2c-41c7-b26c-b31bfef0f9e7"	"D01"	"BART"	"BART_036"	"BART_036.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 13:12:00	2018-05-08	"BART_036-O-11.5-36-20161116-GEN"	NA	"BART_036-O-11.5-36-20161116-GEN-DNA1"	"BMI_Plate62WellB11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	14	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"232"	"61386d43-5f5b-4fbc-8ffc-b2ea287f378c"	"D01"	"BART"	"BART_036"	"BART_036.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 13:32:00	2018-05-08	"BART_036-O-27.5-36-20161116-GEN"	NA	"BART_036-O-27.5-36-20161116-GEN-DNA1"	"BMI_Plate62WellC1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	14	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"233"	"560013b5-81ca-4992-a237-4cdaf8e39031"	"D01"	"BART"	"BART_040"	"BART_040.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 14:18:00	2018-05-08	"BART_040-O-37-2.5-20161116-GEN"	NA	"BART_040-O-37-2.5-20161116-GEN-DNA1"	"BMI_Plate62WellC8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	12	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"234"	"ea841bce-d12b-4b2c-9916-40c30d1bdd6c"	"D01"	"BART"	"BART_040"	"BART_040.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 14:38:00	2018-05-08	"BART_040-O-1-13-20161116-GEN"	NA	"BART_040-O-1-13-20161116-GEN-DNA1"	"BMI_Plate62WellC5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.8	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"235"	"744a80a3-b172-4f39-8953-3ac09c492d09"	"D01"	"BART"	"BART_040"	"BART_040.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 15:07:00	2018-05-08	"BART_040-O-0.5-30-20161116-GEN"	NA	"BART_040-O-0.5-30-20161116-GEN-DNA1"	"BMI_Plate62WellC4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	9.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"236"	"53d60c1e-e3f1-4734-a0a9-0a9fb88c6fd2"	"D01"	"BART"	"BART_071"	"BART_071.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 15:51:00	2018-06-11	"BART_071-O-29-1-20161116-GEN"	NA	"BART_071-O-29-1-20161116-GEN-DNA2"	"BMI_Plate68WellG8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	1.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"237"	"f0928266-6a58-4ac2-99c4-f9c390a001df"	"D01"	"BART"	"BART_071"	"BART_071.basePlot.bgc"	"Battelle Applied Genomics"	2016-11-16 16:14:00	2018-05-08	"BART_071-O-16-7-20161116-GEN"	NA	"BART_071-O-16-7-20161116-GEN-DNA1"	"BMI_Plate62WellH11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	17	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140440Z"
"239"	"defe3171-3581-4478-b093-436f8c32412a"	"D01"	"BART"	"BART_040"	"BART_040.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-08 19:54:00	2018-05-08	"BART_040-O-22-2-20170508-GEN"	NA	"BART_040-O-22-2-20170508-GEN-DNA1"	"BMI_Plate62WellC6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	13	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"240"	"cdc93621-79cd-4ca5-ae2d-84b47fbc89ef"	"D01"	"BART"	"BART_040"	"BART_040.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-08 20:35:00	2018-05-08	"BART_040-O-6-30-20170508-GEN"	NA	"BART_040-O-6-30-20170508-GEN-DNA1"	"BMI_Plate62WellC9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	13	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"241"	"134f87c8-c2cf-4ae0-a1a5-0d65f2412907"	"D01"	"BART"	"BART_040"	"BART_040.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-08 21:00:00	2018-05-08	"BART_040-O-27.5-33-20170508-GEN"	NA	"BART_040-O-27.5-33-20170508-GEN-DNA1"	"BMI_Plate62WellC7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	33	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"242"	"92778b5f-89fd-4635-b658-404e9302512f"	"D01"	"BART"	"BART_071"	"BART_071.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-08 21:31:00	2018-05-08	"BART_071-O-22.5-0.5-20170508-GEN"	NA	"BART_071-O-22.5-0.5-20170508-GEN-DNA1"	"BMI_Plate62WellD6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	15	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"244"	"44b9905b-a53a-470d-b254-710151c9e196"	"D01"	"BART"	"BART_071"	"BART_071.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-08 22:07:00	2018-05-08	"BART_071-O-31-33.5-20170508-GEN"	NA	"BART_071-O-31-33.5-20170508-GEN-DNA1"	"BMI_Plate62WellD8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.2	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"245"	"6a0bce96-5791-4f0a-8012-e6769e36f61e"	"D01"	"BART"	"BART_001"	"BART_001.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 12:13:00	2018-05-07	"BART_001-O-21.5-32.5-20170509-GEN"	NA	"BART_001-O-21.5-32.5-20170509-GEN-DNA1"	"BMI_Plate60WellG9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	9.1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"246"	"3ce5d6f2-3880-440c-adf9-68309589701d"	"D01"	"BART"	"BART_001"	"BART_001.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 12:31:00	2018-05-07	"BART_001-O-11-8-20170509-GEN"	NA	"BART_001-O-11-8-20170509-GEN-DNA1"	"BMI_Plate60WellG8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	45	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"247"	"9984c9b1-7bab-422b-a947-4c28f8927f03"	"D01"	"BART"	"BART_001"	"BART_001.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 12:51:00	2018-05-07	"BART_001-O-8-36-20170509-GEN"	NA	"BART_001-O-8-36-20170509-GEN-DNA1"	"BMI_Plate60WellG12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.9	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"248"	"11373d9b-1d7f-440c-9ab7-cfa747e84f7f"	"D01"	"BART"	"BART_003"	"BART_003.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 14:14:00	2018-05-08	"BART_003-O-8.5-31.5-20170509-GEN"	NA	"BART_003-O-8.5-31.5-20170509-GEN-DNA1"	"BMI_Plate62WellA7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"249"	"776e57ac-2ad3-49cb-8326-7fd3deaeaaf0"	"D01"	"BART"	"BART_003"	"BART_003.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 14:36:00	2018-05-08	"BART_003-O-37.5-28.5-20170509-GEN"	NA	"BART_003-O-37.5-28.5-20170509-GEN-DNA1"	"BMI_Plate62WellA4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	19	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"250"	"944d1f29-99d1-4220-b4b3-9473129e8e2b"	"D01"	"BART"	"BART_003"	"BART_003.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 14:56:00	2018-05-08	"BART_003-O-27-3-20170509-GEN"	NA	"BART_003-O-27-3-20170509-GEN-DNA1"	"BMI_Plate62WellA2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	12	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"251"	"b3819e10-6abe-43fb-b49f-d36beaa9eb12"	"D01"	"BART"	"BART_024"	"BART_024.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 15:34:00	2018-05-08	"BART_024-O-7.5-26.5-20170509-GEN"	NA	"BART_024-O-7.5-26.5-20170509-GEN-DNA1"	"BMI_Plate62WellB8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.9	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"252"	"4395f474-ba74-49f5-9226-c7675c29ddec"	"D01"	"BART"	"BART_024"	"BART_024.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 15:58:00	2018-05-08	"BART_024-O-25.5-2.5-20170509-GEN"	NA	"BART_024-O-25.5-2.5-20170509-GEN-DNA1"	"BMI_Plate62WellB5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"253"	"3b6d45eb-a0c5-4936-9620-31b16a942d64"	"D01"	"BART"	"BART_024"	"BART_024.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 16:15:00	2018-05-08	"BART_024-O-14-5.5-20170509-GEN"	NA	"BART_024-O-14-5.5-20170509-GEN-DNA1"	"BMI_Plate62WellB4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"255"	"4c688e1a-d10d-4475-9288-f7d47f511d7f"	"D01"	"BART"	"BART_023"	"BART_023.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 17:51:00	2018-05-07	"BART_023-O-35.5-19.5-20170509-GEN"	NA	"BART_023-O-35.5-19.5-20170509-GEN-DNA1"	"BMI_Plate60WellH11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	45	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"256"	"f5328e6d-d6a7-461a-9cfc-6dc507b28114"	"D01"	"BART"	"BART_023"	"BART_023.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-09 18:03:00	2018-05-08	"BART_023-O-13-7.5-20170509-GEN"	NA	"BART_023-O-13-7.5-20170509-GEN-DNA1"	"BMI_Plate62WellB2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	8.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"257"	"11de07cb-ac8c-47a0-8bab-4fd1ccd21d9d"	"D01"	"BART"	"BART_002"	"BART_002.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 11:50:00	2018-05-07	"BART_002-O-3.5-38-20170510-GEN"	NA	"BART_002-O-3.5-38-20170510-GEN-DNA1"	"BMI_Plate60WellH4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	98	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"258"	"cec2a96e-2b8b-4b64-b703-cdfee9e9f4c5"	"D01"	"BART"	"BART_002"	"BART_002.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 12:15:00	2018-05-07	"BART_002-O-1-1-20170510-GEN"	NA	"BART_002-O-1-1-20170510-GEN-DNA1"	"BMI_Plate60WellH3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	69	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"259"	"b65a8743-15f4-4bd7-b76e-c97d33e0223e"	"D01"	"BART"	"BART_002"	"BART_002.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 12:39:00	2018-05-07	"BART_002-O-31.5-12.5-20170510-GEN"	NA	"BART_002-O-31.5-12.5-20170510-GEN-DNA1"	"BMI_Plate60WellH5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	86	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"260"	"220c7894-4e9a-4bd5-852b-de87a5e3340b"	"D01"	"BART"	"BART_004"	"BART_004.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 14:04:00	2018-05-08	"BART_004-O-39-28.5-20170510-GEN"	NA	"BART_004-O-39-28.5-20170510-GEN-DNA1"	"BMI_Plate62WellB1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"261"	"60efaa16-6517-4569-a08b-a52c8ec028b3"	"D01"	"BART"	"BART_004"	"BART_004.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 14:38:00	2018-05-08	"BART_004-O-15-1.5-20170510-GEN"	NA	"BART_004-O-15-1.5-20170510-GEN-DNA1"	"BMI_Plate62WellA9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	15	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"262"	"8e82032e-6432-4140-a99e-f61eef33042f"	"D01"	"BART"	"BART_004"	"BART_004.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 15:03:00	2018-05-08	"BART_004-O-13.5-38.5-20170510-GEN"	NA	"BART_004-O-13.5-38.5-20170510-GEN-DNA1"	"BMI_Plate62WellA8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	14	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"263"	"0055142c-de92-414a-8e9c-d43f9a84e60d"	"D01"	"BART"	"BART_042"	"BART_042.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 16:02:00	2018-05-08	"BART_042-O-1.5-15-20170510-GEN"	NA	"BART_042-O-1.5-15-20170510-GEN-DNA1"	"BMI_Plate62WellC10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	14	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"264"	"6dba9d40-5d8a-4f36-8495-3a06a46560d0"	"D01"	"BART"	"BART_042"	"BART_042.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 16:21:00	2018-05-08	"BART_042-O-19.5-37.5-20170510-GEN"	NA	"BART_042-O-19.5-37.5-20170510-GEN-DNA1"	"BMI_Plate62WellC11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	15	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"265"	"7282352d-1123-4d16-89f3-46e437f2faac"	"D01"	"BART"	"BART_042"	"BART_042.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 16:40:00	2018-05-08	"BART_042-O-34-34.5-20170510-GEN"	NA	"BART_042-O-34-34.5-20170510-GEN-DNA1"	"BMI_Plate62WellD3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	10	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"266"	"9d3238b4-2607-4507-90ae-1942683202ea"	"D01"	"BART"	"BART_036"	"BART_036.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 17:14:00	2018-05-08	"BART_036-O-33-16-20170510-GEN"	NA	"BART_036-O-33-16-20170510-GEN-DNA1"	"BMI_Plate62WellC2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"267"	"8e6f42fb-4be6-40e6-a4db-17ec7e56359f"	"D01"	"BART"	"BART_036"	"BART_036.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 17:39:00	2018-05-08	"BART_036-O-8.5-21-20170510-GEN"	NA	"BART_036-O-8.5-21-20170510-GEN-DNA1"	"BMI_Plate62WellC3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	6.8	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"268"	"300c9c7e-0093-476b-a751-b95af5fb00d5"	"D01"	"BART"	"BART_036"	"BART_036.basePlot.bgc"	"Battelle Applied Genomics"	2017-05-10 17:54:00	2018-05-08	"BART_036-O-1.5-0.5-20170510-GEN"	NA	"BART_036-O-1.5-0.5-20170510-GEN-DNA1"	"BMI_Plate62WellB10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T133512Z"
"269"	"103a1b08-d1f7-4c4a-8eee-0fd581d67e80"	"D01"	"BART"	"BART_001"	"BART_001.basePlot.bgc"	"Battelle Applied Genomics"	2017-06-12 16:19:00	2018-04-20	"BART_001-O-24-3.5-20170612-GEN"	NA	"BART_001-O-24-3.5-20170612-GEN-DNA1"	"BMI_Plate53WellC6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	27	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T141303Z"
